,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,VIP,CryoSleep,Europa,Mars,PSO J318.5-22,TRAPPIST-1e,S,Age,GroupSize,Transported
4142,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,30.0,1,True
4143,3.0,83.0,0.0,805.0,2983.0,0,0,1,0,0,0,1,39.0,2,False
4144,0.0,46.0,0.0,209.0,2908.0,0,0,1,0,0,1,1,31.0,2,False
4145,0.0,11417.0,12.0,795.0,402.0,0,0,1,0,0,0,1,29.0,1,True
4146,546.0,90.0,23.0,513.0,0.0,0,0,0,1,0,1,1,16.0,1,False
4147,0.0,2.0,1513.0,0.0,0.0,0,0,0,0,1,0,1,18.0,1,True
4148,8.0,0.0,1414.0,10.0,3.0,0,0,0,0,0,0,0,38.0,1,False
4149,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,50.0,1,False
4150,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,21.0,1,False
4151,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,22.0,1,True
4152,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,20.0,1,True
4153,721.0,0.0,471.0,0.0,0.0,0,0,0,1,0,1,0,36.0,1,False
4154,0.0,282.0,0.0,0.0,71.0,0,0,0,0,0,1,0,23.0,1,True
4155,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,31.0,3,True
4156,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,39.0,3,True
4157,0.0,4558.0,0.0,1.0,267.0,0,0,1,0,0,0,0,50.0,3,True
4158,0.0,901.0,0.0,0.0,89.0,0,0,0,0,0,1,1,40.0,1,False
4159,8.0,0.0,77.0,560.0,0.0,0,0,0,0,0,1,0,28.0,1,False
4160,2.0,114.0,771.0,3094.0,448.0,0,0,1,0,0,1,1,38.0,5,False
4161,0.0,3603.0,33.0,7113.0,1.0,0,0,1,0,0,1,1,37.0,5,False
4162,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,59.0,5,True
4163,35.0,6103.0,0.0,180.0,160.0,0,0,1,0,0,0,1,41.0,5,True
4164,0.0,4017.0,0.0,0.0,2260.0,0,1,1,0,0,1,1,33.0,5,True
4165,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,54.0,1,True
4166,0.0,0.0,2414.0,0.0,0.0,0,0,0,0,0,1,0,40.0,1,True
4167,130.0,0.0,870.0,31.0,26.0,0,0,0,1,0,1,1,43.0,1,True
4168,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,26.0,4,True
4169,0.0,7194.0,0.0,6.0,0.0,0,0,1,0,0,0,0,65.0,4,True
4170,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,22.0,4,True
4171,0.0,3627.0,0.0,31.0,3263.0,0,0,1,0,0,1,0,28.0,4,False
4172,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,35.0,1,True
4173,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,30.0,1,True
4174,0.0,2560.0,0.0,134.0,307.0,0,0,1,0,0,1,0,28.0,1,False
4175,0.0,10.0,159.0,0.0,125.0,0,0,0,0,0,1,0,23.0,1,True
4176,698.0,0.0,51.0,2.0,4.0,0,0,0,0,0,1,0,24.0,1,True
4177,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,16.0,1,True
4178,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,18.0,1,True
4179,399.0,77.0,311.0,0.0,16.0,0,0,0,0,0,1,0,20.0,1,False
4180,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,29.0,2,True
4181,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,29.0,2,True
4182,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,21.0,1,False
4183,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,2.0,3,False
4184,31.0,76.0,0.0,1353.0,1713.0,0,0,1,0,0,1,1,43.0,3,False
4185,0.0,1883.0,0.0,1.0,4560.0,0,0,1,0,0,1,1,28.0,3,False
4186,0.0,2461.0,0.0,51.0,2141.0,1,0,1,0,0,0,0,31.0,1,False
4187,36.0,18.0,670.0,0.0,32.0,0,0,0,0,0,1,0,23.0,1,True
4188,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,26.0,2,True
4189,0.0,39.0,327.0,4643.0,85.0,0,0,1,0,0,0,0,43.0,2,False
4190,1549.0,0.0,5.0,0.0,0.0,0,0,0,0,0,1,1,28.0,1,False
4191,0.0,266.0,1455.0,59.0,0.0,0,0,0,0,1,0,0,24.0,2,False
4192,110.0,0.0,638.0,0.0,0.0,0,0,0,0,0,1,0,27.0,2,False
4193,2244.0,31.0,507.0,0.0,142.0,0,0,0,1,0,0,1,13.0,2,False
4194,994.0,0.0,26.0,1.0,0.0,0,0,0,1,0,1,1,27.0,2,False
4195,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,2.0,3,True
4196,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,24.0,3,True
4197,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,2.0,3,True
4198,13.0,239.0,0.0,161.0,2355.0,1,0,1,0,0,1,1,50.0,2,False
4199,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,27.0,2,True
4200,1170.0,0.0,0.0,187.0,100.0,0,0,0,0,0,1,0,26.0,1,False
4201,23.0,0.0,0.0,0.0,17.0,0,0,0,0,0,0,1,31.0,1,False
4202,3559.0,0.0,0.0,13.0,2.0,0,0,0,1,0,1,0,28.0,1,False
4203,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,4.0,5,False
4204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,9.0,5,True
4205,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0.0,5,True
4206,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,35.0,5,False
4207,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,3.0,5,True
4208,1956.0,0.0,161.0,239.0,28.0,0,0,0,1,0,1,0,25.0,2,False
4209,3087.0,0.0,60.0,2.0,0.0,0,0,0,1,0,1,0,63.0,2,False
4210,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,34.0,2,True
4211,1219.0,0.0,1742.0,740.0,0.0,0,0,0,1,0,1,0,35.0,2,False
4212,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,26.0,1,True
4213,0.0,3.0,0.0,802.0,49.0,0,0,0,0,0,1,0,39.0,1,False
4214,0.0,337.0,1339.0,92.0,264.0,0,0,1,0,0,0,1,34.0,1,False
4215,0.0,1013.0,1.0,16.0,2825.0,0,0,1,0,0,1,0,36.0,1,False
4216,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,46.0,1,True
4217,42.0,65.0,895.0,407.0,0.0,0,0,0,0,0,1,1,26.0,1,True
4218,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,28.0,1,True
4219,0.0,3080.0,7.0,0.0,67.0,0,0,0,0,0,0,0,20.0,1,True
4220,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,35.0,1,False
4221,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,11.0,8,False
4222,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,14.0,8,False
4223,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,4.0,8,True
4224,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,11.0,8,False
4225,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,31.0,8,True
4226,0.0,893.0,0.0,0.0,0.0,0,0,0,0,0,1,1,15.0,8,True
4227,0.0,2.0,0.0,69.0,836.0,0,0,0,0,0,1,1,39.0,8,False
4228,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,7.0,8,False
4229,83.0,0.0,129.0,504.0,0.0,0,0,0,0,0,1,1,24.0,1,False
4230,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,22.0,1,True
4231,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,26.0,1,False
4232,0.0,864.0,49.0,39.0,2376.0,0,0,1,0,0,0,1,53.0,2,True
4233,2.0,76.0,0.0,201.0,0.0,0,0,1,0,0,1,1,40.0,2,False
4234,160.0,0.0,889.0,0.0,0.0,0,0,0,1,0,1,1,19.0,1,False
4235,433.0,0.0,867.0,19.0,1.0,0,0,0,1,0,0,0,54.0,3,False
4236,572.0,584.0,128.0,14.0,0.0,0,0,0,1,0,1,0,21.0,3,False
4237,1340.0,0.0,8.0,0.0,0.0,0,0,0,1,0,1,0,25.0,3,False
4238,137.0,0.0,877.0,0.0,0.0,0,0,0,1,0,1,1,48.0,3,True
4239,0.0,0.0,1127.0,8.0,0.0,0,0,0,1,1,0,1,41.0,3,True
4240,27.0,0.0,3246.0,0.0,0.0,0,0,0,1,0,1,1,13.0,3,True
4241,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,57.0,1,True
4242,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,25.0,2,True
4243,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,48.0,2,True
4244,849.0,51.0,375.0,0.0,24.0,0,0,0,1,0,1,1,34.0,1,False
4245,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,16.0,1,True
4246,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,2,False
4247,6.0,1740.0,2184.0,0.0,0.0,0,0,0,0,0,0,0,15.0,2,True
4248,426.0,0.0,2.0,194.0,308.0,0,0,0,0,0,0,1,37.0,1,False
4249,452.0,0.0,234.0,19.0,1290.0,0,0,0,0,0,1,1,37.0,1,False
4250,820.0,1.0,690.0,292.0,13.0,0,0,0,0,0,1,0,49.0,1,False
4251,1.0,1.0,0.0,0.0,746.0,0,0,0,0,0,1,0,18.0,1,False
4252,101.0,32.0,0.0,137.0,633.0,0,0,0,0,0,1,1,25.0,1,True
4253,0.0,116.0,2048.0,2.0,0.0,0,0,0,0,1,0,0,0.0,1,True
4254,26.0,132.0,3.0,117.0,555.0,0,0,0,0,0,0,1,43.0,1,False
4255,9.0,0.0,157.0,525.0,0.0,0,0,0,0,0,1,0,20.0,1,False
4256,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,54.0,1,True
4257,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,30.0,1,True
4258,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,37.0,1,True
4259,60.0,41.0,553.0,1.0,0.0,0,0,0,0,0,0,1,30.0,1,True
4260,631.0,93.0,0.0,0.0,0.0,0,0,0,0,0,1,0,20.0,2,False
4261,25.0,0.0,796.0,44.0,44.0,0,0,0,0,0,1,0,20.0,2,False
4262,0.0,591.0,0.0,0.0,1560.0,0,0,0,0,0,1,1,24.0,1,False
4263,0.0,121.0,0.0,748.0,0.0,0,0,0,0,0,1,0,44.0,1,False
4264,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,2,True
4265,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,15.0,2,True
4266,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,19.0,2,True
4267,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,20.0,2,True
4268,14.0,0.0,59.0,1777.0,0.0,1,0,0,1,1,0,0,20.0,1,False
4269,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,34.0,1,True
4270,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,17.0,1,True
4271,0.0,25.0,0.0,0.0,803.0,0,0,0,0,0,1,1,20.0,1,True
4272,0.0,1.0,0.0,17.0,1601.0,0,0,0,0,0,1,1,42.0,1,False
4273,0.0,180.0,516.0,0.0,0.0,0,0,0,0,0,1,1,28.0,1,True
4274,375.0,103.0,1990.0,36.0,0.0,0,0,0,1,0,1,0,43.0,1,True
4275,0.0,102.0,0.0,278.0,5353.0,1,0,1,0,1,0,0,55.0,1,False
4276,29.0,27.0,47.0,694.0,11.0,0,0,0,0,0,1,1,21.0,1,False
4277,0.0,656.0,295.0,0.0,35.0,0,0,0,0,0,1,0,17.0,1,False
4278,0.0,559.0,0.0,15238.0,2799.0,0,0,1,0,0,0,1,54.0,1,False
4279,0.0,205.0,0.0,0.0,549.0,0,0,0,0,0,1,1,25.0,1,True
4280,0.0,57.0,851.0,0.0,0.0,0,0,0,0,0,1,1,0.0,1,True
4281,0.0,496.0,0.0,1940.0,4195.0,0,0,1,0,0,0,1,45.0,1,False
4282,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,31.0,1,True
4283,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,19.0,1,True
4284,0.0,43.0,0.0,0.0,6.0,0,0,0,0,0,1,0,30.0,1,False
4285,191.0,497.0,0.0,0.0,16.0,0,0,0,0,0,1,0,24.0,1,False
4286,0.0,20.0,38.0,359.0,516.0,0,0,0,0,0,1,0,0.0,1,False
4287,4102.0,0.0,36.0,0.0,1825.0,0,0,0,1,0,1,0,42.0,1,False
4288,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,29.0,2,True
4289,0.0,2235.0,7.0,4098.0,89.0,0,1,1,0,0,0,0,37.0,2,False
4290,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,64.0,1,True
4291,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,24.0,1,True
4292,42.0,0.0,0.0,765.0,2.0,0,0,0,0,0,0,1,23.0,1,False
4293,686.0,45.0,16.0,7.0,4.0,0,0,0,0,0,1,1,22.0,1,True
4294,176.0,493.0,169.0,0.0,1023.0,0,0,0,1,0,1,1,23.0,1,False
4295,3.0,65.0,253.0,475.0,0.0,0,1,0,0,0,1,0,21.0,1,False
4296,661.0,876.0,0.0,3.0,13.0,0,0,0,0,0,1,0,37.0,1,False
4297,250.0,0.0,2179.0,0.0,0.0,0,1,0,1,0,1,1,17.0,1,True
4298,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,35.0,1,True
4299,0.0,4592.0,0.0,209.0,954.0,0,0,1,0,0,1,1,33.0,2,True
4300,0.0,2337.0,0.0,204.0,76.0,0,0,1,0,0,0,1,37.0,2,True
4301,0.0,154.0,0.0,5492.0,1924.0,0,0,1,0,0,0,1,32.0,1,False
4302,22.0,0.0,0.0,1.0,524.0,0,0,0,1,0,0,0,31.0,1,False
4303,0.0,4020.0,0.0,1635.0,4899.0,0,0,1,0,0,1,0,0.0,1,False
4304,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,34.0,1,True
4305,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,9.0,4,True
4306,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,25.0,4,True
4307,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,29.0,4,True
4308,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1.0,4,True
4309,1.0,797.0,0.0,10.0,0.0,0,0,0,0,0,1,1,30.0,1,True
4310,77.0,2424.0,0.0,3001.0,127.0,0,0,1,0,0,1,0,64.0,4,False
4311,0.0,6670.0,217.0,625.0,20336.0,0,0,1,0,0,1,0,31.0,4,False
4312,267.0,2802.0,0.0,54.0,77.0,0,0,1,0,0,1,0,27.0,4,True
4313,0.0,4516.0,0.0,6167.0,5308.0,0,0,1,0,0,1,0,0.0,4,False
4314,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,25.0,1,True
4315,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,28.0,1,True
4316,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,32.0,1,True
4317,0.0,0.0,0.0,725.0,2.0,0,0,0,0,0,0,0,36.0,1,False
4318,0.0,3593.0,47.0,19.0,229.0,0,1,1,0,0,0,1,26.0,2,True
4319,1.0,5234.0,343.0,277.0,12682.0,0,0,1,0,0,1,1,36.0,2,False
4320,374.0,1327.0,10.0,81.0,0.0,0,0,0,0,0,1,1,37.0,1,False
4321,0.0,0.0,0.0,774.0,0.0,0,0,0,0,0,1,0,45.0,1,False
4322,165.0,36.0,0.0,3044.0,556.0,0,0,1,0,0,1,1,22.0,2,False
4323,25.0,3291.0,0.0,6075.0,179.0,0,1,1,0,0,0,1,24.0,2,False
4324,0.0,138.0,4.0,412.0,220.0,0,0,0,0,1,0,0,23.0,1,False
4325,2.0,20.0,1.0,1026.0,2.0,0,0,0,0,0,0,1,31.0,1,True
4326,1.0,477.0,0.0,0.0,7087.0,0,0,1,0,0,1,1,37.0,1,False
4327,5.0,0.0,0.0,1014.0,0.0,0,0,0,0,0,1,0,28.0,1,False
4328,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,23.0,1,True
4329,0.0,166.0,603.0,1.0,0.0,0,0,0,0,0,0,1,14.0,1,True
4330,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,40.0,1,True
4331,36.0,0.0,2554.0,0.0,9.0,0,0,0,1,0,1,1,42.0,1,True
4332,19.0,81.0,85.0,768.0,489.0,0,0,0,0,0,1,1,53.0,1,False
4333,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,46.0,1,False
4334,0.0,79.0,2003.0,0.0,0.0,0,0,0,1,0,1,0,28.0,1,True
4335,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,25.0,1,True
4336,0.0,0.0,21.0,7.0,16.0,1,0,1,0,1,0,0,34.0,1,True
4337,1246.0,0.0,66.0,36.0,0.0,0,0,0,1,0,1,1,58.0,1,False
4338,0.0,2520.0,1.0,1.0,0.0,0,0,1,0,0,1,1,31.0,7,True
4339,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,24.0,7,True
4340,0.0,3275.0,111.0,51.0,18.0,0,0,1,0,0,1,1,52.0,7,True
4341,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,25.0,7,True
4342,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,17.0,7,True
4343,0.0,453.0,137.0,1331.0,1660.0,0,0,1,0,0,1,1,27.0,7,False
4344,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,29.0,7,True
4345,0.0,7484.0,465.0,14.0,610.0,0,0,1,0,0,1,1,45.0,1,True
4346,0.0,18.0,0.0,0.0,674.0,0,0,0,0,1,0,1,28.0,1,True
4347,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,25.0,1,True
4348,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,57.0,5,True
4349,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,68.0,5,True
4350,0.0,431.0,28.0,10941.0,26.0,0,0,1,0,0,0,1,26.0,5,False
4351,2.0,364.0,0.0,2144.0,1804.0,0,0,1,0,0,1,1,52.0,5,False
4352,0.0,551.0,0.0,5270.0,22.0,0,0,1,0,0,1,1,36.0,5,False
4353,454.0,297.0,0.0,2.0,0.0,0,0,0,0,1,0,0,41.0,1,False
4354,514.0,0.0,392.0,0.0,0.0,0,0,0,0,0,1,1,14.0,1,False
4355,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,16.0,1,True
4356,672.0,0.0,501.0,0.0,0.0,0,0,0,1,0,1,1,24.0,1,False
4357,0.0,1633.0,0.0,1742.0,0.0,1,0,1,0,0,1,0,62.0,1,True
4358,595.0,84.0,0.0,0.0,131.0,0,0,0,0,0,0,1,26.0,1,True
4359,65.0,63.0,3.0,713.0,27.0,0,0,0,0,0,1,1,45.0,1,False
4360,0.0,412.0,0.0,4030.0,0.0,0,0,1,0,0,1,1,41.0,1,False
4361,0.0,724.0,0.0,0.0,0.0,0,0,0,0,0,1,0,36.0,1,True
4362,8.0,1385.0,1445.0,250.0,8.0,0,0,0,0,0,0,1,13.0,1,True
4363,0.0,9633.0,0.0,1.0,2.0,0,0,1,0,0,1,1,48.0,2,True
4364,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,0.0,2,True
4365,141.0,16.0,0.0,177.0,336.0,0,0,0,0,1,0,1,22.0,1,True
4366,290.0,0.0,84.0,266.0,0.0,0,0,0,0,0,1,1,39.0,1,True
4367,1399.0,226.0,0.0,0.0,0.0,0,0,0,0,0,1,0,45.0,1,False
4368,84.0,323.0,0.0,1251.0,120.0,0,0,0,0,0,1,1,42.0,1,False
4369,0.0,7039.0,0.0,902.0,405.0,0,0,1,0,0,1,1,33.0,1,True
4370,0.0,89.0,874.0,34.0,0.0,0,0,0,0,0,1,1,27.0,1,True
4371,0.0,370.0,0.0,380.0,38.0,0,0,0,0,0,1,1,47.0,1,False
4372,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,20.0,1,True
4373,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,32.0,2,True
4374,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,54.0,2,True
4375,0.0,1125.0,0.0,0.0,993.0,0,0,0,0,0,1,1,23.0,2,False
4376,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,9.0,2,False
4377,372.0,0.0,477.0,0.0,0.0,0,0,0,0,0,1,0,17.0,1,False
4378,0.0,823.0,0.0,1821.0,1508.0,0,0,1,0,0,1,1,26.0,2,False
4379,0.0,93.0,0.0,0.0,7303.0,0,0,1,0,0,1,1,38.0,2,False
4380,703.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,24.0,1,False
4381,77.0,2325.0,5.0,117.0,1.0,0,0,0,0,0,1,0,30.0,7,True
4382,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2.0,7,False
4383,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,4.0,7,True
4384,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,9.0,7,False
4385,0.0,0.0,3.0,3434.0,0.0,0,0,0,0,0,1,0,30.0,7,False
4386,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,5.0,7,False
4387,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,2.0,7,False
4388,45.0,985.0,0.0,0.0,6803.0,0,0,1,0,0,1,0,32.0,3,False
4389,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,53.0,3,True
4390,0.0,3856.0,0.0,1.0,312.0,0,0,1,0,0,1,0,46.0,3,True
4391,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,2.0,6,True
4392,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,1.0,6,True
4393,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,11.0,6,True
4394,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,3.0,6,True
4395,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,33.0,6,True
4396,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,3.0,6,True
4397,182.0,776.0,3.0,33.0,0.0,0,0,0,0,0,1,1,38.0,1,False
4398,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,21.0,1,False
4399,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,41.0,1,True
4400,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,64.0,2,True
4401,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,27.0,2,True
4402,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,41.0,1,False
4403,35.0,2.0,481.0,121.0,0.0,0,0,0,0,0,1,0,19.0,1,False
4404,0.0,0.0,1677.0,65.0,62.0,0,0,0,0,0,1,0,42.0,1,True
4405,0.0,4066.0,0.0,544.0,1272.0,0,0,1,0,0,0,0,30.0,1,False
4406,183.0,203.0,0.0,110.0,374.0,0,0,0,0,0,1,0,38.0,1,False
4407,0.0,4579.0,1.0,1006.0,2084.0,0,0,1,0,0,1,1,63.0,1,True
4408,0.0,0.0,38.0,0.0,2.0,0,0,0,1,0,1,0,17.0,4,False
4409,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,2.0,4,True
4410,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,19.0,4,True
4411,1144.0,4.0,34.0,0.0,0.0,0,0,0,1,0,1,0,37.0,4,False
4412,225.0,0.0,796.0,107.0,0.0,0,0,0,1,0,1,1,50.0,1,True
4413,0.0,172.0,615.0,0.0,0.0,0,0,0,0,0,1,1,38.0,1,True
4414,0.0,3119.0,0.0,1404.0,366.0,1,0,1,0,0,1,1,28.0,1,True
4415,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,35.0,2,True
4416,14327.0,1487.0,0.0,1.0,0.0,0,0,1,0,0,1,0,27.0,2,False
4417,0.0,7.0,0.0,749.0,0.0,0,0,0,0,0,1,1,15.0,1,False
4418,0.0,920.0,0.0,2052.0,3687.0,1,0,1,0,0,1,1,29.0,2,False
4419,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,65.0,2,True
4420,0.0,630.0,0.0,71.0,0.0,0,0,0,0,0,0,1,27.0,1,True
4421,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0.0,3,True
4422,3148.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,1,21.0,3,False
4423,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,19.0,3,True
4424,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,39.0,1,True
4425,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,60.0,1,False
4426,818.0,44.0,2.0,2956.0,2311.0,0,0,1,0,0,0,0,30.0,1,False
4427,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,30.0,2,False
4428,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,40.0,2,True
4429,0.0,25.0,13.0,11.0,998.0,0,0,0,1,0,1,1,26.0,1,False
4430,2614.0,0.0,103.0,0.0,0.0,0,0,0,0,0,0,0,38.0,1,False
4431,130.0,15.0,2454.0,0.0,0.0,0,0,0,1,0,1,0,22.0,2,True
4432,179.0,0.0,1805.0,131.0,0.0,0,0,0,1,0,1,0,0.0,2,False
4433,1420.0,0.0,84.0,0.0,0.0,0,0,0,1,0,1,0,65.0,1,False
4434,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,61.0,1,True
4435,0.0,0.0,111.0,39.0,1094.0,0,0,0,0,0,1,1,20.0,1,False
4436,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,24.0,1,False
4437,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,16.0,1,False
4438,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,35.0,1,True
4439,0.0,681.0,51.0,131.0,1.0,0,0,0,0,0,1,1,21.0,1,True
4440,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,23.0,1,True
4441,0.0,262.0,0.0,0.0,502.0,0,0,0,0,0,0,1,17.0,2,True
4442,154.0,7.0,241.0,213.0,453.0,0,0,0,0,1,0,1,24.0,2,False
4443,866.0,0.0,0.0,0.0,23.0,0,0,0,0,0,0,0,27.0,1,False
4444,0.0,1910.0,0.0,1777.0,0.0,0,0,1,0,0,1,1,26.0,5,True
4445,0.0,3452.0,0.0,4.0,1960.0,0,0,1,0,0,0,1,26.0,5,True
4446,0.0,3.0,0.0,1271.0,2630.0,0,0,1,0,0,1,1,20.0,5,True
4447,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,28.0,5,True
