,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Group_enc,GroupSize
4913,29.0,0.0,0.0,0.0,0.0,0.0,1,5240,0.5035950532067874,1
4914,46.0,0.0,0.0,0.0,0.0,0.0,1,5242,0.5035950532067874,1
4915,24.0,1231.0,0.0,0.0,1.0,3.0,1,5243,0.5619956351824595,2
4916,33.0,0.0,0.0,0.0,0.0,0.0,1,5243,0.5620586120860998,2
4917,38.0,218.0,0.0,586.0,770.0,0.0,0,5244,0.5035950532067874,1
4918,57.0,0.0,0.0,0.0,0.0,0.0,1,5246,0.5035950532067874,2
4919,0.0,0.0,13.0,643.0,47.0,0.0,1,5246,0.5035950532067874,2
4920,38.0,6.0,2324.0,0.0,0.0,0.0,1,5247,0.5035950532067874,1
4921,28.0,607.0,0.0,0.0,227.0,0.0,1,5248,0.5035950532067874,1
4922,25.0,922.0,0.0,1.0,91.0,0.0,0,5249,0.503666427030913,1
4923,22.0,0.0,0.0,0.0,0.0,0.0,1,5250,0.5035950532067874,1
4924,33.0,705.0,0.0,1905.0,13.0,0.0,1,5251,0.5035950532067874,1
4925,35.0,202.0,1309.0,60.0,0.0,0.0,1,5252,0.5035950532067874,1
4926,24.0,290.0,64.0,413.0,35.0,0.0,1,5253,0.5035950532067874,1
4927,31.0,0.0,0.0,0.0,0.0,0.0,1,5254,0.6081013577948322,4
4928,16.0,0.0,0.0,0.0,0.0,0.0,1,5254,0.6454760193077951,4
4929,28.0,0.0,0.0,0.0,0.0,0.0,1,5254,0.6454760193077951,4
4930,8.0,0.0,0.0,0.0,0.0,0.0,1,5254,0.6081013577948322,4
4931,20.0,0.0,0.0,0.0,0.0,0.0,1,5255,0.5035950532067874,1
4932,26.0,41.0,0.0,444.0,572.0,0.0,0,5256,0.5035950532067874,1
4933,43.0,0.0,1001.0,0.0,2393.0,0.0,0,5257,0.503666427030913,1
4934,70.0,241.0,1065.0,0.0,2290.0,2.0,1,5258,0.5035950532067874,1
4935,17.0,0.0,0.0,0.0,0.0,0.0,1,5260,0.503666427030913,1
4936,14.0,0.0,0.0,0.0,0.0,0.0,1,5262,0.5035950532067874,1
4937,21.0,0.0,0.0,0.0,0.0,0.0,1,5264,0.5619956351824595,2
4938,37.0,0.0,0.0,163.0,0.0,486.0,1,5264,0.5619956351824595,2
4939,15.0,0.0,400.0,0.0,0.0,702.0,0,5265,0.503666427030913,1
4940,20.0,0.0,290.0,0.0,1866.0,217.0,0,5266,0.4443485763589301,2
4941,36.0,13.0,196.0,3.0,0.0,12323.0,0,5266,0.4443485763589301,2
4942,14.0,0.0,56.0,0.0,0.0,2.0,1,5268,0.503666427030913,1
4943,21.0,38.0,1.0,591.0,1.0,31.0,1,5269,0.5035950532067874,1
4944,28.0,89.0,3.0,571.0,258.0,0.0,0,5271,0.5035950532067874,1
4945,20.0,0.0,0.0,0.0,0.0,0.0,1,5272,0.5035950532067874,1
4946,26.0,0.0,0.0,827.0,1.0,0.0,0,5273,0.503666427030913,1
4947,25.0,662.0,34.0,0.0,79.0,148.0,0,5274,0.5035950532067874,1
4948,29.0,0.0,10.0,0.0,594.0,120.0,0,5275,0.5035950532067874,1
4949,39.0,0.0,2868.0,0.0,5.0,1968.0,1,5276,0.5035950532067874,1
4950,18.0,0.0,0.0,0.0,87.0,1232.0,1,5277,0.5035950532067874,1
4951,37.0,0.0,0.0,0.0,0.0,0.0,1,5278,0.503666427030913,1
4952,28.0,467.0,0.0,0.0,0.0,307.0,0,5279,0.503666427030913,1
4953,18.0,0.0,0.0,2728.0,0.0,0.0,1,5280,0.503666427030913,1
4954,30.0,0.0,6.0,621.0,0.0,433.0,0,5281,0.503666427030913,1
4955,35.0,35.0,0.0,14.0,0.0,816.0,1,5282,0.6081013577948322,3
4956,26.0,0.0,196.0,0.0,0.0,487.0,1,5282,0.6081013577948322,3
4957,0.0,0.0,0.0,0.0,0.0,0.0,1,5282,0.6081013577948322,3
4958,42.0,0.0,0.0,0.0,214.0,50.0,1,5287,0.5035950532067874,1
4959,36.0,1.0,716.0,3.0,0.0,57.0,1,5288,0.503666427030913,1
4960,31.0,1177.0,2.0,0.0,0.0,1.0,0,5290,0.5035950532067874,1
4961,27.0,3905.0,7.0,0.0,4.0,53.0,0,5291,0.5035950532067874,1
4962,25.0,0.0,4313.0,0.0,175.0,60.0,1,5292,0.5035950532067874,1
4963,32.0,0.0,0.0,0.0,0.0,0.0,1,5297,0.503666427030913,1
4964,14.0,0.0,0.0,0.0,0.0,0.0,1,5298,0.5035950532067874,1
4965,16.0,0.0,0.0,0.0,0.0,0.0,1,5299,0.503666427030913,1
4966,51.0,0.0,0.0,0.0,0.0,0.0,1,5300,0.503666427030913,1
4967,21.0,0.0,0.0,0.0,0.0,0.0,1,5301,0.5619956351824595,2
4968,31.0,0.0,0.0,0.0,0.0,0.0,1,5301,0.5619956351824595,2
4969,9.0,0.0,0.0,0.0,0.0,0.0,0,5303,0.5893011216566005,5
4970,7.0,0.0,0.0,0.0,0.0,0.0,1,5303,0.45499982883160456,5
4971,3.0,0.0,0.0,0.0,0.0,0.0,1,5303,0.45499982883160456,5
4972,2.0,0.0,0.0,0.0,0.0,0.0,1,5303,0.550186942766753,5
4973,7.0,0.0,0.0,0.0,0.0,0.0,0,5303,0.550186942766753,5
4974,18.0,1744.0,0.0,8.0,8.0,0.0,0,5304,0.5619956351824595,2
4975,33.0,0.0,0.0,0.0,0.0,0.0,1,5304,0.4443485763589301,2
4976,23.0,0.0,2891.0,0.0,6.0,0.0,1,5305,0.503666427030913,1
4977,13.0,0.0,0.0,0.0,0.0,0.0,1,5307,0.5035950532067874,1
4978,32.0,4702.0,0.0,449.0,190.0,0.0,0,5310,0.503666427030913,1
4979,27.0,0.0,0.0,0.0,0.0,0.0,1,5312,0.5035950532067874,1
4980,23.0,0.0,491.0,0.0,61.0,0.0,1,5313,0.5035950532067874,1
4981,25.0,0.0,3625.0,0.0,0.0,168.0,1,5314,0.5035950532067874,1
4982,18.0,454.0,0.0,0.0,324.0,0.0,0,5315,0.503666427030913,1
4983,23.0,0.0,0.0,0.0,0.0,0.0,1,5316,0.5035950532067874,1
4984,31.0,0.0,0.0,0.0,0.0,0.0,1,5320,0.4443485763589301,2
4985,32.0,0.0,1301.0,0.0,94.0,356.0,0,5320,0.5620586120860998,2
4986,22.0,0.0,0.0,0.0,0.0,0.0,1,5322,0.5035950532067874,1
4987,38.0,0.0,0.0,0.0,0.0,0.0,1,5323,0.503666427030913,1
4988,21.0,751.0,5.0,0.0,1.0,0.0,1,5325,0.503666427030913,1
4989,28.0,0.0,0.0,0.0,0.0,0.0,1,5326,0.5035950532067874,1
4990,38.0,0.0,0.0,0.0,0.0,0.0,0,5327,0.5035950532067874,1
4991,20.0,0.0,0.0,708.0,101.0,0.0,1,5330,0.503666427030913,1
4992,23.0,0.0,1.0,292.0,0.0,340.0,0,5331,0.5035950532067874,1
4993,48.0,456.0,0.0,39.0,0.0,5.0,1,5333,0.5035950532067874,1
4994,15.0,0.0,0.0,0.0,0.0,0.0,1,5334,0.5619956351824595,2
4995,30.0,0.0,674.0,39.0,0.0,10.0,1,5334,0.5620586120860998,2
4996,40.0,286.0,0.0,2299.0,12.0,0.0,1,5337,0.5035950532067874,1
4997,36.0,0.0,0.0,33.0,677.0,0.0,0,5340,0.5035950532067874,1
4998,20.0,0.0,0.0,0.0,0.0,0.0,1,5341,0.5035950532067874,1
4999,17.0,13.0,0.0,565.0,367.0,1.0,0,5343,0.5035950532067874,1
5000,38.0,0.0,439.0,0.0,434.0,10074.0,0,5344,0.5619956351824595,2
5001,38.0,0.0,0.0,0.0,0.0,0.0,1,5344,0.4443485763589301,2
5002,14.0,809.0,0.0,59.0,0.0,0.0,0,5345,0.4444115532625703,2
5003,0.0,134.0,0.0,6.0,1450.0,0.0,0,5345,0.4444115532625703,2
5004,21.0,37.0,0.0,31.0,696.0,63.0,1,5346,0.5035950532067874,1
5005,18.0,0.0,3770.0,0.0,287.0,3491.0,0,5347,0.503666427030913,1
5006,26.0,164.0,0.0,853.0,0.0,39.0,1,5348,0.5035950532067874,1
5007,35.0,25.0,866.0,0.0,3198.0,459.0,0,5350,0.5035950532067874,1
5008,46.0,1082.0,80.0,1177.0,0.0,323.0,0,5351,0.5035950532067874,1
5009,13.0,0.0,0.0,0.0,0.0,0.0,1,5353,0.5619956351824595,2
5010,39.0,43.0,9365.0,144.0,0.0,118.0,1,5353,0.5620586120860998,2
5011,49.0,1690.0,0.0,85.0,0.0,0.0,0,5354,0.4444115532625703,2
5012,28.0,0.0,0.0,0.0,0.0,0.0,0,5354,0.4443485763589301,2
5013,27.0,0.0,686.0,0.0,101.0,9.0,1,5355,0.5619956351824595,2
5014,21.0,0.0,0.0,0.0,0.0,0.0,1,5355,0.5620586120860998,2
5015,29.0,0.0,32.0,0.0,4517.0,0.0,0,5356,0.5035950532067874,1
5016,27.0,0.0,45.0,225.0,14.0,519.0,0,5359,0.5035950532067874,1
5017,38.0,0.0,0.0,0.0,0.0,0.0,1,5360,0.5035950532067874,1
5018,18.0,0.0,0.0,0.0,150.0,0.0,1,5361,0.5035950532067874,1
5019,35.0,0.0,0.0,0.0,0.0,0.0,1,5362,0.5035950532067874,1
5020,37.0,0.0,0.0,0.0,0.0,0.0,1,5363,0.503666427030913,1
5021,60.0,943.0,53.0,0.0,0.0,0.0,0,5365,0.503666427030913,1
5022,31.0,0.0,0.0,0.0,0.0,0.0,1,5366,0.5035950532067874,1
5023,4.0,0.0,0.0,0.0,0.0,0.0,1,5367,0.5619956351824595,3
5024,34.0,0.0,3195.0,0.0,102.0,1469.0,1,5367,0.5619956351824595,3
5025,46.0,0.0,8221.0,0.0,1010.0,160.0,1,5367,0.6081577055507208,3
5026,18.0,0.0,0.0,55.0,2288.0,1.0,0,5368,0.503666427030913,1
5027,38.0,0.0,0.0,363.0,7.0,3.0,0,5372,0.5035950532067874,1
5028,29.0,0.0,61.0,942.0,2.0,0.0,1,5374,0.5035950532067874,1
5029,13.0,0.0,0.0,0.0,0.0,0.0,1,5375,0.5620586120860998,2
5030,26.0,0.0,0.0,0.0,0.0,0.0,1,5375,0.5619956351824595,2
5031,30.0,0.0,95.0,0.0,1202.0,5558.0,0,5378,0.503666427030913,1
5032,42.0,0.0,0.0,8.0,3409.0,0.0,0,5379,0.5035950532067874,1
5033,36.0,386.0,0.0,756.0,6.0,0.0,0,5380,0.5035950532067874,1
5034,23.0,253.0,0.0,1175.0,3.0,0.0,0,5383,0.5035950532067874,1
5035,34.0,0.0,5210.0,0.0,1332.0,2.0,1,5384,0.5619956351824595,2
5036,26.0,0.0,4894.0,0.0,62.0,85.0,1,5384,0.5619956351824595,2
5037,31.0,2048.0,0.0,1040.0,136.0,0.0,0,5385,0.5035950532067874,1
5038,48.0,581.0,6.0,1.0,158.0,0.0,0,5387,0.5035950532067874,1
5039,10.0,0.0,0.0,0.0,0.0,0.0,1,5388,0.503666427030913,1
5040,27.0,2.0,0.0,1320.0,0.0,26.0,1,5389,0.4443485763589301,2
5041,32.0,2497.0,0.0,101.0,0.0,0.0,0,5389,0.5620586120860998,2
5042,24.0,0.0,0.0,0.0,0.0,0.0,1,5390,0.6081577055507208,3
5043,20.0,0.0,0.0,0.0,0.0,0.0,1,5390,0.6081013577948322,3
5044,48.0,83.0,110.0,0.0,690.0,8.0,1,5390,0.6081577055507208,3
5045,35.0,628.0,6.0,528.0,136.0,0.0,0,5392,0.5035950532067874,1
5046,14.0,246.0,0.0,2153.0,0.0,0.0,1,5394,0.5035950532067874,1
5047,28.0,4.0,0.0,2574.0,0.0,0.0,1,5395,0.5035950532067874,1
5048,0.0,743.0,378.0,8.0,0.0,0.0,0,5396,0.503666427030913,1
5049,42.0,0.0,0.0,0.0,0.0,0.0,1,5397,0.6081577055507208,3
5050,8.0,0.0,0.0,0.0,0.0,0.0,1,5397,0.6081013577948322,3
5051,30.0,0.0,0.0,0.0,0.0,0.0,1,5397,0.6081013577948322,3
5052,44.0,0.0,0.0,5.0,30.0,777.0,0,5401,0.5035950532067874,1
5053,40.0,1269.0,0.0,75.0,0.0,4.0,0,5402,0.5035950532067874,1
5054,38.0,766.0,38.0,0.0,0.0,0.0,0,5404,0.503666427030913,1
5055,22.0,2.0,46.0,0.0,483.0,67.0,0,5406,0.503666427030913,1
5056,32.0,1781.0,0.0,654.0,580.0,0.0,0,5408,0.4443485763589301,2
5057,16.0,2116.0,0.0,350.0,0.0,901.0,0,5408,0.4444115532625703,2
5058,33.0,748.0,130.0,1047.0,458.0,0.0,0,5410,0.503666427030913,1
5059,38.0,20.0,3960.0,153.0,280.0,1674.0,0,5411,0.503666427030913,1
5060,23.0,0.0,806.0,0.0,2.0,0.0,1,5412,0.5035950532067874,1
5061,16.0,3.0,595.0,0.0,9.0,321.0,1,5413,0.5035950532067874,1
5062,16.0,481.0,0.0,166.0,0.0,122.0,0,5414,0.3976313897612471,5
5063,11.0,0.0,0.0,0.0,0.0,0.0,0,5414,0.4153880781783396,5
5064,22.0,0.0,824.0,0.0,0.0,411.0,0,5414,0.4153880781783396,5
5065,43.0,0.0,0.0,0.0,0.0,1544.0,0,5414,0.3976313897612471,5
5066,20.0,0.0,0.0,0.0,0.0,0.0,1,5414,0.3976313897612471,5
5067,22.0,0.0,747.0,8.0,0.0,314.0,0,5415,0.503666427030913,1
5068,0.0,0.0,0.0,0.0,0.0,0.0,1,5416,0.5502379240696997,4
5069,30.0,138.0,0.0,208.0,952.0,0.0,0,5416,0.6081013577948322,4
5070,18.0,0.0,0.0,0.0,0.0,0.0,1,5416,0.550186942766753,4
5071,0.0,0.0,0.0,0.0,0.0,0.0,1,5416,0.6081013577948322,4
5072,41.0,164.0,0.0,1115.0,1.0,18.0,0,5418,0.5035950532067874,1
5073,39.0,0.0,829.0,0.0,1.0,0.0,1,5420,0.5035950532067874,1
5074,37.0,389.0,0.0,1.0,3369.0,3.0,0,5421,0.503666427030913,1
5075,26.0,0.0,0.0,0.0,0.0,0.0,1,5422,0.503666427030913,1
5076,49.0,552.0,0.0,7.0,0.0,183.0,0,5423,0.5619956351824595,2
5077,28.0,142.0,0.0,1878.0,62.0,0.0,1,5423,0.4444115532625703,2
5078,13.0,358.0,65.0,599.0,676.0,0.0,0,5424,0.4443485763589301,2
5079,64.0,469.0,700.0,2.0,1.0,0.0,0,5424,0.4444115532625703,2
5080,24.0,1.0,0.0,11.0,0.0,734.0,0,5425,0.5035950532067874,1
5081,18.0,0.0,0.0,0.0,0.0,0.0,1,5427,0.39757504200535854,3
5082,18.0,3458.0,0.0,216.0,0.0,0.0,0,5427,0.5028381999000954,3
5083,25.0,948.0,0.0,1.0,170.0,0.0,0,5427,0.502894547655984,3
5084,19.0,0.0,0.0,0.0,0.0,0.0,0,5430,0.5035950532067874,1
5085,33.0,2.0,0.0,0.0,0.0,720.0,1,5431,0.503666427030913,1
5086,0.0,0.0,0.0,0.0,0.0,0.0,1,5434,0.503666427030913,1
5087,50.0,846.0,0.0,280.0,280.0,0.0,0,5435,0.503666427030913,1
5088,30.0,0.0,0.0,0.0,2.0,827.0,0,5436,0.5035950532067874,1
5089,44.0,1267.0,18.0,0.0,3.0,0.0,1,5437,0.5035950532067874,1
5090,52.0,0.0,0.0,0.0,0.0,0.0,0,5438,0.5035950532067874,1
5091,7.0,0.0,0.0,0.0,0.0,0.0,1,5440,0.39757504200535854,3
5092,30.0,0.0,59.0,18.0,639.0,0.0,0,5440,0.5028381999000954,3
5093,27.0,1109.0,0.0,0.0,0.0,0.0,0,5440,0.502894547655984,3
5094,24.0,0.0,0.0,0.0,0.0,0.0,1,5441,0.5035950532067874,1
5095,13.0,4.0,99.0,1.0,0.0,595.0,0,5443,0.503666427030913,1
5096,61.0,0.0,53.0,813.0,3.0,0.0,0,5445,0.5035950532067874,1
5097,32.0,0.0,0.0,0.0,0.0,0.0,1,5446,0.5035950532067874,1
5098,17.0,0.0,0.0,0.0,0.0,0.0,1,5447,0.5620586120860998,2
5099,36.0,0.0,0.0,0.0,0.0,0.0,1,5447,0.5619956351824595,2
5100,16.0,0.0,0.0,0.0,0.0,0.0,1,5450,0.503666427030913,1
5101,21.0,0.0,697.0,0.0,0.0,0.0,1,5451,0.5035950532067874,1
5102,24.0,0.0,0.0,0.0,0.0,0.0,1,5452,0.5035950532067874,1
5103,28.0,0.0,9.0,0.0,1114.0,5.0,0,5453,0.503666427030913,1
5104,0.0,848.0,1497.0,2.0,0.0,0.0,0,5454,0.503666427030913,1
5105,13.0,9920.0,0.0,180.0,130.0,571.0,0,5455,0.503666427030913,1
5106,39.0,0.0,1.0,0.0,739.0,0.0,0,5457,0.503666427030913,1
5107,24.0,0.0,0.0,980.0,7.0,0.0,0,5458,0.5035950532067874,1
5108,38.0,0.0,347.0,0.0,1545.0,2187.0,0,5459,0.5035950532067874,1
5109,20.0,489.0,126.0,663.0,214.0,0.0,0,5462,0.503666427030913,1
5110,21.0,724.0,0.0,0.0,0.0,0.0,1,5463,0.503666427030913,1
5111,27.0,1.0,1.0,2196.0,372.0,0.0,0,5465,0.502894547655984,3
5112,49.0,226.0,11.0,2.0,1580.0,0.0,0,5465,0.5028381999000954,3
5113,6.0,0.0,0.0,0.0,0.0,0.0,1,5465,0.39757504200535854,3
5114,41.0,0.0,0.0,0.0,0.0,0.0,1,5466,0.3597107522905625,5
5115,33.0,0.0,1473.0,1089.0,5700.0,1466.0,0,5466,0.550186942766753,5
5116,6.0,0.0,0.0,0.0,0.0,0.0,1,5466,0.3597107522905625,5
5117,35.0,0.0,4618.0,0.0,324.0,12061.0,0,5466,0.550186942766753,5
5118,46.0,0.0,4524.0,0.0,243.0,7730.0,0,5466,0.5023911480636389,5
5119,31.0,2703.0,21.0,0.0,0.0,1.0,0,5467,0.5035950532067874,1
5120,32.0,0.0,0.0,0.0,0.0,0.0,1,5468,0.503666427030913,1
5121,31.0,0.0,0.0,0.0,0.0,0.0,1,5469,0.5035950532067874,1
5122,20.0,0.0,0.0,0.0,0.0,0.0,0,5470,0.5035950532067874,1
5123,57.0,685.0,0.0,0.0,0.0,0.0,0,5471,0.503666427030913,1
5124,37.0,0.0,0.0,559.0,11.0,0.0,1,5472,0.503666427030913,1
5125,21.0,0.0,0.0,0.0,0.0,0.0,1,5474,0.503666427030913,1
5126,43.0,0.0,0.0,1.0,0.0,0.0,0,5475,0.503666427030913,1
5127,49.0,1020.0,0.0,2.0,2.0,0.0,1,5476,0.5035950532067874,1
5128,17.0,0.0,150.0,166.0,570.0,0.0,1,5477,0.503666427030913,1
5129,29.0,518.0,0.0,10.0,1245.0,0.0,0,5478,0.5035950532067874,1
5130,36.0,0.0,0.0,0.0,0.0,0.0,1,5479,0.5035950532067874,1
5131,37.0,31.0,9307.0,0.0,904.0,11213.0,0,5480,0.5035950532067874,1
5132,17.0,2.0,0.0,0.0,0.0,681.0,0,5483,0.503666427030913,1
5133,45.0,0.0,0.0,0.0,0.0,0.0,1,5484,0.5035950532067874,1
5134,20.0,0.0,9.0,82.0,14.0,704.0,0,5485,0.5035950532067874,1
5135,24.0,0.0,0.0,0.0,0.0,0.0,1,5487,0.503666427030913,1
5136,28.0,0.0,0.0,0.0,0.0,0.0,1,5488,0.502894547655984,4
5137,15.0,0.0,22.0,6805.0,0.0,531.0,1,5488,0.550186942766753,4
5138,53.0,0.0,6634.0,0.0,5047.0,108.0,0,5488,0.6454250380048482,4
5139,51.0,0.0,0.0,0.0,0.0,0.0,1,5488,0.502894547655984,4
5140,14.0,0.0,0.0,0.0,0.0,0.0,1,5489,0.4443485763589301,2
5141,1.0,0.0,0.0,0.0,0.0,0.0,0,5489,0.5619956351824595,2
5142,26.0,665.0,76.0,0.0,1478.0,0.0,0,5490,0.503666427030913,1
5143,20.0,0.0,0.0,499.0,285.0,103.0,0,5491,0.5035950532067874,1
5144,23.0,0.0,551.0,59.0,720.0,14.0,0,5492,0.5035950532067874,1
5145,22.0,658.0,0.0,0.0,161.0,3.0,1,5494,0.5035950532067874,1
5146,22.0,0.0,0.0,0.0,0.0,0.0,1,5496,0.5035950532067874,1
5147,13.0,0.0,0.0,0.0,0.0,0.0,1,5497,0.5619956351824595,2
5148,28.0,0.0,0.0,0.0,0.0,0.0,1,5497,0.5620586120860998,2
5149,40.0,0.0,0.0,0.0,0.0,0.0,1,5499,0.5035950532067874,1
5150,21.0,4027.0,0.0,47.0,83.0,0.0,0,5500,0.5035950532067874,1
5151,35.0,702.0,104.0,5.0,76.0,0.0,1,5501,0.503666427030913,1
5152,22.0,142.0,1307.0,0.0,0.0,0.0,0,5504,0.503666427030913,1
5153,37.0,0.0,0.0,0.0,0.0,0.0,1,5506,0.503666427030913,1
5154,21.0,0.0,0.0,0.0,0.0,0.0,0,5507,0.5035950532067874,1
5155,50.0,0.0,358.0,0.0,620.0,4.0,0,5508,0.5035950532067874,1
5156,27.0,0.0,0.0,800.0,0.0,0.0,1,5509,0.5035950532067874,1
5157,20.0,0.0,0.0,0.0,0.0,0.0,1,5510,0.5035950532067874,1
5158,15.0,0.0,0.0,0.0,0.0,0.0,1,5511,0.4443485763589301,2
5159,25.0,39.0,0.0,169.0,20.0,1403.0,0,5511,0.5620586120860998,2
5160,31.0,0.0,225.0,0.0,301.0,4090.0,0,5512,0.5619956351824595,2
5161,0.0,0.0,8162.0,1044.0,699.0,46.0,1,5512,0.4443485763589301,2
5162,18.0,0.0,0.0,0.0,0.0,0.0,1,5514,0.6081013577948322,4
5163,2.0,0.0,0.0,0.0,0.0,0.0,1,5514,0.6454250380048482,4
5164,27.0,0.0,6.0,0.0,814.0,107.0,1,5514,0.6081013577948322,4
5165,0.0,0.0,0.0,0.0,0.0,0.0,1,5514,0.6454760193077951,4
5166,22.0,758.0,0.0,46.0,0.0,0.0,0,5515,0.5035950532067874,1
5167,0.0,0.0,0.0,0.0,0.0,0.0,0,5517,0.5035950532067874,1
5168,56.0,0.0,4.0,778.0,0.0,0.0,1,5520,0.5035950532067874,1
5169,28.0,0.0,0.0,0.0,676.0,124.0,0,5521,0.5035950532067874,1
5170,42.0,31.0,0.0,0.0,635.0,0.0,1,5522,0.6081577055507208,3
5171,20.0,0.0,0.0,0.0,703.0,0.0,1,5522,0.6081013577948322,3
5172,27.0,508.0,585.0,9.0,0.0,0.0,1,5522,0.6081577055507208,3
5173,29.0,0.0,0.0,20.0,0.0,402.0,0,5523,0.503666427030913,1
5174,36.0,85.0,0.0,545.0,15.0,0.0,1,5524,0.5035950532067874,1
5175,23.0,0.0,0.0,4.0,145.0,0.0,0,5526,0.5035950532067874,2
5176,64.0,0.0,0.0,0.0,0.0,0.0,1,5526,0.5035950532067874,2
5177,19.0,1.0,1.0,0.0,0.0,1755.0,0,5527,0.4549488475286577,4
5178,1.0,0.0,0.0,0.0,0.0,0.0,0,5527,0.502894547655984,4
5179,49.0,0.0,0.0,0.0,0.0,0.0,0,5527,0.502894547655984,4
5180,0.0,0.0,0.0,0.0,0.0,0.0,1,5527,0.3597107522905625,4
5181,18.0,0.0,288.0,35.0,0.0,435.0,0,5528,0.5035950532067874,1
5182,39.0,5645.0,132.0,0.0,1.0,1814.0,0,5529,0.503666427030913,1
5183,37.0,10.0,20.0,868.0,115.0,0.0,0,5530,0.5620586120860998,2
5184,44.0,0.0,0.0,0.0,0.0,0.0,1,5530,0.4443485763589301,2
5185,43.0,817.0,0.0,617.0,0.0,0.0,0,5531,0.5619956351824595,2
5186,33.0,0.0,0.0,0.0,0.0,0.0,1,5531,0.4443485763589301,2
5187,20.0,41.0,222.0,0.0,43.0,601.0,1,5535,0.5620586120860998,3
5188,0.0,0.0,0.0,0.0,0.0,0.0,1,5535,0.6081577055507208,3
5189,4.0,0.0,0.0,0.0,0.0,0.0,1,5535,0.5620586120860998,3
5190,20.0,0.0,0.0,0.0,0.0,0.0,1,5536,0.5035950532067874,1
5191,50.0,690.0,0.0,30.0,762.0,428.0,0,5537,0.503666427030913,1
5192,47.0,0.0,0.0,0.0,0.0,0.0,1,5538,0.5035950532067874,2
5193,17.0,0.0,0.0,0.0,0.0,0.0,1,5538,0.5035950532067874,2
5194,26.0,0.0,1583.0,0.0,232.0,8040.0,0,5539,0.503666427030913,1
5195,21.0,39.0,360.0,0.0,0.0,0.0,1,5540,0.5035950532067874,1
5196,20.0,0.0,0.0,0.0,0.0,0.0,1,5541,0.5035950532067874,1
5197,26.0,0.0,0.0,0.0,0.0,0.0,1,5543,0.5035950532067874,1
5198,0.0,1565.0,0.0,0.0,0.0,145.0,0,5544,0.5035950532067874,1
5199,34.0,0.0,0.0,693.0,3.0,77.0,1,5545,0.6081013577948322,3
5200,11.0,0.0,0.0,0.0,0.0,0.0,1,5545,0.6081013577948322,3
5201,0.0,0.0,0.0,0.0,0.0,0.0,1,5545,0.6081013577948322,3
5202,28.0,550.0,5203.0,0.0,2244.0,1624.0,0,5546,0.5035950532067874,1
5203,33.0,127.0,745.0,9.0,0.0,0.0,1,5550,0.503666427030913,1
5204,22.0,0.0,0.0,0.0,0.0,0.0,1,5551,0.503666427030913,1
5205,28.0,0.0,0.0,0.0,0.0,0.0,0,5552,0.503666427030913,3
5206,11.0,0.0,0.0,0.0,0.0,0.0,1,5552,0.503666427030913,3
5207,60.0,51.0,10.0,754.0,1412.0,137.0,0,5552,0.503666427030913,3
5208,43.0,1.0,0.0,213.0,7.0,701.0,1,5555,0.503666427030913,1
5209,27.0,0.0,1.0,667.0,897.0,43.0,0,5556,0.503666427030913,1
5210,37.0,0.0,0.0,0.0,0.0,0.0,1,5557,0.5035950532067874,1
5211,23.0,0.0,0.0,0.0,0.0,0.0,1,5559,0.503666427030913,1
5212,57.0,1696.0,0.0,1006.0,0.0,27.0,0,5560,0.5035950532067874,1
5213,29.0,0.0,0.0,0.0,0.0,0.0,1,5561,0.3597617335935093,4
5214,28.0,0.0,175.0,0.0,214.0,7461.0,0,5561,0.5619956351824595,4
5215,42.0,0.0,890.0,2929.0,352.0,4898.0,0,5561,0.5619956351824595,4
5216,43.0,7.0,494.0,2473.0,443.0,71.0,0,5561,0.5619956351824595,4
5217,26.0,0.0,0.0,0.0,0.0,0.0,1,5563,0.5035950532067874,1
5218,72.0,2445.0,3023.0,0.0,704.0,20.0,0,5566,0.503666427030913,1
5219,49.0,0.0,3991.0,298.0,289.0,2740.0,0,5568,0.503666427030913,2
5220,29.0,0.0,0.0,0.0,0.0,0.0,1,5568,0.503666427030913,2
5221,18.0,0.0,0.0,0.0,0.0,0.0,0,5569,0.5035950532067874,1
5222,26.0,0.0,406.0,0.0,0.0,503.0,1,5571,0.503666427030913,1
5223,19.0,0.0,0.0,0.0,0.0,0.0,1,5572,0.503666427030913,1
5224,18.0,749.0,0.0,74.0,0.0,0.0,0,5573,0.503666427030913,1
5225,14.0,714.0,237.0,0.0,587.0,1.0,0,5574,0.5035950532067874,1
5226,44.0,583.0,0.0,222.0,0.0,1560.0,0,5575,0.5619956351824595,2
5227,34.0,0.0,0.0,0.0,0.0,0.0,1,5575,0.4444115532625703,2
5228,18.0,0.0,0.0,0.0,0.0,0.0,1,5578,0.5035950532067874,1
5229,36.0,0.0,0.0,0.0,0.0,0.0,1,5580,0.503666427030913,1
5230,27.0,0.0,0.0,0.0,0.0,0.0,1,5581,0.5035950532067874,1
5231,35.0,753.0,335.0,1.0,348.0,0.0,0,5582,0.5035950532067874,1
5232,52.0,5.0,3514.0,31.0,601.0,13.0,1,5583,0.503666427030913,1
5233,22.0,688.0,5.0,80.0,0.0,0.0,0,5585,0.5619956351824595,2
5234,34.0,245.0,0.0,542.0,0.0,19.0,1,5585,0.4443485763589301,2
5235,37.0,0.0,0.0,6.0,746.0,1.0,0,5586,0.5035950532067874,1
